Invoice ID,Date,City,Customer type,Gender,Product line,Unit cost,Unit price,Quantity
870-76-1733,2/1/2019,Yangon,Member,Female,Food and beverages,9.4,14.23,5
423-64-4619,3/7/2019,Yangon,Member,Female,Health and beauty,9.33,15.55,9
227-07-4446,2/10/2019,Naypyitaw,Member,Female,Electronic accessories,9.8,78.13,10
174-36-3675,2/14/2019,Naypyitaw,Member,Male,Food and beverages,9.4,99.37,2
428-83-5800,2/9/2019,Naypyitaw,Member,Female,Food and beverages,9.4,21.08,3
603-07-0961,1/10/2019,Naypyitaw,Member,Male,Electronic accessories,9.8,74.79,5
704-20-4138,3/11/2019,Naypyitaw,Member,Female,Health and beauty,9.33,29.67,7
787-15-1757,2/18/2019,Naypyitaw,Member,Male,Health and beauty,9.33,44.07,4
649-11-3678,2/26/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,22.93,9
622-20-1945,1/18/2019,Naypyitaw,Normal,Female,Health and beauty,9.33,39.42,1
372-94-8041,2/15/2019,Yangon,Normal,Male,Health and beauty,9.33,15.26,6
563-91-7120,3/8/2019,Yangon,Normal,Female,Fashion accessories,8.64,61.77,5
746-54-5508,1/17/2019,Yangon,Normal,Male,Home and lifestyle,9.86,21.52,6
276-54-0879,3/12/2019,Mandalay,Normal,Male,Sports and travel,9.13,97.74,4
815-11-1168,3/9/2019,Yangon,Member,Male,Food and beverages,9.4,99.78,5
719-76-3868,3/12/2019,Naypyitaw,Member,Male,Food and beverages,9.4,94.26,4
730-61-8757,1/25/2019,Mandalay,Member,Male,Health and beauty,9.33,51.13,4
340-66-0321,3/25/2019,Yangon,Member,Male,Electronic accessories,9.8,36.36,4
868-81-1752,2/7/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,22.02,9
634-97-8956,2/17/2019,Yangon,Normal,Male,Food and beverages,9.4,32.9,3
566-71-1091,2/3/2019,Yangon,Normal,Male,Fashion accessories,8.64,77.02,5
442-48-3607,3/14/2019,Yangon,Member,Male,Food and beverages,9.4,23.48,2
835-16-0096,3/24/2019,Naypyitaw,Member,Male,Sports and travel,9.13,14.7,5
527-09-6272,3/21/2019,Yangon,Member,Female,Electronic accessories,9.8,28.45,5
898-04-2717,3/19/2019,Yangon,Normal,Male,Fashion accessories,8.64,76.4,9
692-27-8933,2/24/2019,Mandalay,Normal,Female,Sports and travel,9.13,57.95,6
633-09-3463,3/28/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,47.65,3
374-17-3652,2/5/2019,Mandalay,Member,Female,Food and beverages,9.4,42.82,9
378-07-7001,2/10/2019,Mandalay,Member,Male,Electronic accessories,9.8,48.09,3
433-75-6987,3/5/2019,Mandalay,Member,Female,Health and beauty,9.33,55.97,7
873-95-4984,2/15/2019,Mandalay,Member,Female,Health and beauty,9.33,76.9,7
416-13-5917,1/30/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,97.03,5
150-89-8043,2/14/2019,Yangon,Normal,Male,Sports and travel,9.13,44.65,3
135-84-8019,2/27/2019,Yangon,Normal,Female,Fashion accessories,8.64,77.93,9
441-94-7118,2/4/2019,Yangon,Member,Male,Electronic accessories,9.8,71.95,1
725-96-3778,1/20/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,89.25,8
531-80-1784,3/28/2019,Yangon,Normal,Male,Electronic accessories,9.8,26.02,7
400-45-1220,2/27/2019,Mandalay,Normal,Female,Health and beauty,9.33,13.5,10
860-79-0874,2/15/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,99.3,10
834-61-8124,1/26/2019,Yangon,Normal,Male,Electronic accessories,9.8,51.69,7
115-99-4379,3/14/2019,Mandalay,Member,Female,Fashion accessories,8.64,54.73,7
565-67-6697,3/2/2019,Mandalay,Member,Male,Home and lifestyle,9.86,27.0,9
320-49-6392,3/4/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,30.24,1
889-04-9723,1/7/2019,Mandalay,Member,Female,Food and beverages,9.4,89.14,4
632-90-0281,3/8/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,37.55,10
554-42-2417,1/9/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,95.44,10
453-63-6187,3/1/2019,Mandalay,Normal,Male,Electronic accessories,9.8,27.5,3
578-80-7669,3/16/2019,Mandalay,Normal,Male,Sports and travel,9.13,74.97,1
612-36-5536,2/17/2019,Yangon,Member,Male,Food and beverages,9.4,80.96,8
605-72-4132,2/27/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,94.47,8
471-41-2823,3/7/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,99.79,2
462-67-9126,1/21/2019,Yangon,Normal,Male,Home and lifestyle,9.86,73.22,6
272-27-9238,2/19/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,41.24,4
834-25-9262,1/6/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,81.68,4
122-61-9553,3/14/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,51.32,9
468-88-0009,3/24/2019,Yangon,Member,Male,Home and lifestyle,9.86,65.94,4
613-59-9758,1/27/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,14.36,10
254-31-0042,3/6/2019,Yangon,Member,Male,Electronic accessories,9.8,21.5,9
201-86-2184,2/2/2019,Mandalay,Member,Female,Electronic accessories,9.8,26.26,7
261-12-8671,1/25/2019,Mandalay,Normal,Female,Fashion accessories,8.64,60.96,2
730-70-9830,3/14/2019,Naypyitaw,Normal,Female,Home and lifestyle,9.86,70.11,6
382-25-8917,1/29/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,42.08,6
422-29-8786,1/3/2019,Yangon,Normal,Female,Home and lifestyle,9.86,67.09,5
667-23-5919,1/14/2019,Yangon,Member,Female,Fashion accessories,8.64,96.7,5
843-01-4703,1/5/2019,Mandalay,Member,Female,Home and lifestyle,9.86,35.38,9
743-88-1662,2/22/2019,Naypyitaw,Normal,Male,Sports and travel,9.13,95.49,7
595-86-2894,2/6/2019,Naypyitaw,Member,Male,Fashion accessories,8.64,96.98,4
182-69-8360,1/30/2019,Mandalay,Normal,Female,Electronic accessories,9.8,23.65,4
289-15-7034,1/11/2019,Yangon,Member,Male,Sports and travel,9.13,82.33,4
462-78-5240,3/19/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,26.61,2
868-52-7573,1/14/2019,Mandalay,Normal,Female,Food and beverages,9.4,99.69,5
153-58-4872,3/1/2019,Naypyitaw,Member,Female,Food and beverages,9.4,74.89,4
662-72-2873,1/6/2019,Yangon,Normal,Female,Food and beverages,9.4,40.94,5
525-88-7307,1/31/2019,Mandalay,Member,Male,Sports and travel,9.13,75.82,1
689-16-9784,3/11/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,46.77,6
725-56-0833,2/20/2019,Yangon,Normal,Female,Health and beauty,9.33,32.32,10
394-41-0748,1/27/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,54.07,9
596-42-3999,3/10/2019,Mandalay,Normal,Male,Food and beverages,9.4,18.22,7
541-89-9860,2/15/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,80.48,3
173-82-9529,1/26/2019,Mandalay,Normal,Female,Fashion accessories,8.64,37.95,10
563-36-9814,2/13/2019,Yangon,Member,Male,Electronic accessories,9.8,76.82,1
308-47-4913,3/9/2019,Yangon,Member,Female,Sports and travel,9.13,52.26,10
885-17-6250,3/6/2019,Yangon,Normal,Female,Health and beauty,9.33,79.74,1
726-27-2396,1/24/2019,Yangon,Normal,Female,Health and beauty,9.33,77.5,5
316-01-3952,3/13/2019,Yangon,Normal,Female,Food and beverages,9.4,54.27,5
760-54-1821,3/15/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,13.59,9
793-10-3222,3/5/2019,Mandalay,Member,Female,Health and beauty,9.33,41.06,6
346-12-3257,3/4/2019,Mandalay,Member,Male,Electronic accessories,9.8,19.24,9
110-05-6330,3/25/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,39.43,6
651-61-0874,3/12/2019,Naypyitaw,Normal,Male,Home and lifestyle,9.86,46.22,4
236-86-3015,2/4/2019,Naypyitaw,Member,Male,Home and lifestyle,9.86,13.98,1
831-64-0259,2/22/2019,Mandalay,Normal,Female,Fashion accessories,8.64,39.75,5
587-03-7455,2/16/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,97.79,7
882-40-4577,1/19/2019,Yangon,Member,Male,Sports and travel,9.13,67.26,4
732-67-5346,1/11/2019,Yangon,Normal,Male,Food and beverages,9.4,13.79,5
725-32-9708,1/4/2019,Mandalay,Member,Female,Fashion accessories,8.64,68.71,4
256-08-8343,3/4/2019,Yangon,Normal,Female,Home and lifestyle,9.86,56.53,4
372-26-1506,1/28/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,23.82,5
244-08-0162,1/2/2019,Mandalay,Normal,Female,Health and beauty,9.33,34.21,10
569-71-4390,1/25/2019,Mandalay,Normal,Male,Sports and travel,9.13,21.87,2
132-23-6451,1/4/2019,Yangon,Member,Male,Health and beauty,9.33,20.97,5
696-90-2548,3/10/2019,Yangon,Normal,Male,Sports and travel,9.13,25.84,3
472-15-9636,3/22/2019,Yangon,Normal,Male,Home and lifestyle,9.86,50.93,8
268-03-6164,1/25/2019,Mandalay,Normal,Male,Health and beauty,9.33,96.11,1
750-57-9686,1/8/2019,Naypyitaw,Normal,Female,Home and lifestyle,9.86,45.38,4
186-09-3669,1/22/2019,Naypyitaw,Member,Female,Health and beauty,9.33,81.51,1
848-07-1692,1/12/2019,Mandalay,Normal,Female,Health and beauty,9.33,57.22,2
745-71-3520,2/4/2019,Yangon,Member,Female,Electronic accessories,9.8,25.22,7
266-76-6436,3/28/2019,Naypyitaw,Member,Female,Food and beverages,9.4,38.6,3
740-22-2500,1/23/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,84.05,3
271-88-8734,2/8/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,97.21,10
301-81-8610,3/19/2019,Mandalay,Member,Male,Fashion accessories,8.64,25.42,8
489-64-4354,3/9/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,16.28,1
198-84-7132,1/2/2019,Mandalay,Member,Male,Fashion accessories,8.64,40.61,9
269-10-8440,1/21/2019,Yangon,Member,Male,Health and beauty,9.33,53.17,7
650-98-6268,3/20/2019,Mandalay,Member,Female,Food and beverages,9.4,20.87,3
741-73-3559,2/27/2019,Mandalay,Normal,Male,Sports and travel,9.13,67.27,5
325-77-6186,3/8/2019,Yangon,Member,Female,Home and lifestyle,9.86,90.65,10
286-75-7818,1/31/2019,Mandalay,Normal,Male,Fashion accessories,8.64,69.08,2
574-57-9721,3/8/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,43.27,2
459-50-7686,1/13/2019,Yangon,Normal,Female,Electronic accessories,9.8,23.46,6
616-87-0016,3/9/2019,Mandalay,Normal,Male,Fashion accessories,8.64,95.54,7
837-55-7229,2/22/2019,Mandalay,Normal,Female,Fashion accessories,8.64,47.44,1
751-69-0068,3/19/2019,Naypyitaw,Normal,Male,Sports and travel,9.13,99.24,9
257-73-1380,1/20/2019,Naypyitaw,Member,Male,Sports and travel,9.13,82.93,4
345-08-4992,3/8/2019,Yangon,Normal,Male,Home and lifestyle,9.86,33.99,6
549-96-4200,3/8/2019,Naypyitaw,Member,Male,Food and beverages,9.4,17.04,4
810-60-6344,2/7/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,40.86,8
450-28-2866,1/15/2019,Naypyitaw,Member,Male,Food and beverages,9.4,17.44,5
394-30-3170,3/22/2019,Mandalay,Member,Female,Sports and travel,9.13,88.43,8
138-17-5109,1/15/2019,Yangon,Member,Female,Home and lifestyle,9.86,89.21,9
192-98-7397,1/8/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,12.78,1
301-11-9629,1/15/2019,Yangon,Normal,Female,Sports and travel,9.13,19.1,7
390-80-5128,1/28/2019,Mandalay,Member,Female,Health and beauty,9.33,19.15,1
235-46-8343,2/14/2019,Naypyitaw,Member,Male,Food and beverages,9.4,27.66,10
453-12-7053,3/10/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,45.74,3
296-11-7041,1/12/2019,Mandalay,Member,Female,Health and beauty,9.33,27.07,1
449-27-2918,3/26/2019,Mandalay,Member,Female,Sports and travel,9.13,39.12,1
891-01-7034,1/1/2019,Mandalay,Normal,Female,Electronic accessories,9.8,74.71,6
744-09-5786,1/2/2019,Mandalay,Normal,Male,Electronic accessories,9.8,22.01,6
727-17-0390,3/16/2019,Yangon,Normal,Female,Food and beverages,9.4,63.61,5
568-88-3448,3/3/2019,Yangon,Normal,Male,Health and beauty,9.33,25.0,1
187-83-5490,1/31/2019,Yangon,Member,Male,Electronic accessories,9.8,20.77,4
767-54-1907,2/13/2019,Mandalay,Member,Female,Fashion accessories,8.64,29.56,5
710-46-4433,2/15/2019,Mandalay,Member,Female,Food and beverages,9.4,77.4,9
533-33-5337,2/7/2019,Mandalay,Normal,Male,Electronic accessories,9.8,79.39,10
325-90-8763,1/27/2019,Naypyitaw,Member,Female,Electronic accessories,9.8,46.57,10
729-46-7422,2/23/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,35.89,1
639-76-1242,2/3/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,40.52,5
234-03-4040,3/3/2019,Mandalay,Member,Female,Food and beverages,9.4,73.05,10
326-71-2155,2/3/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,73.95,4
320-32-8842,3/17/2019,Naypyitaw,Member,Female,Food and beverages,9.4,22.62,1
470-32-9057,3/28/2019,Yangon,Member,Male,Food and beverages,9.4,51.34,5
878-30-2331,3/2/2019,Naypyitaw,Member,Female,Sports and travel,9.13,54.55,10
440-59-5691,2/8/2019,Naypyitaw,Member,Female,Health and beauty,9.33,37.15,7
554-53-3790,3/22/2019,Mandalay,Normal,Male,Sports and travel,9.13,37.02,6
746-19-0921,2/9/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,21.58,1
233-34-0817,2/15/2019,Naypyitaw,Member,Female,Electronic accessories,9.8,98.84,1
767-05-1286,1/23/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,83.77,6
340-21-9136,1/25/2019,Yangon,Member,Female,Sports and travel,9.13,40.05,4
405-31-3305,2/2/2019,Yangon,Member,Male,Fashion accessories,8.64,43.13,10
731-59-7531,3/30/2019,Mandalay,Member,Male,Health and beauty,9.33,72.57,8
676-39-6028,3/30/2019,Yangon,Member,Female,Electronic accessories,9.8,64.44,5
502-05-1910,2/25/2019,Yangon,Normal,Male,Health and beauty,9.33,65.18,3
485-30-8700,3/18/2019,Yangon,Normal,Female,Sports and travel,9.13,33.26,5
598-47-9715,3/7/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,84.07,4
701-69-8742,3/16/2019,Mandalay,Normal,Male,Sports and travel,9.13,34.37,10
575-67-1508,1/29/2019,Yangon,Normal,Male,Electronic accessories,9.8,38.6,1
541-08-3113,2/2/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,65.97,8
246-11-3901,2/15/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,32.8,10
674-15-9296,1/8/2019,Yangon,Normal,Male,Sports and travel,9.13,37.14,5
305-18-3552,2/12/2019,Mandalay,Member,Male,Home and lifestyle,9.86,60.38,10
493-65-6248,1/1/2019,Naypyitaw,Member,Female,Sports and travel,9.13,36.98,10
438-01-4015,3/21/2019,Mandalay,Member,Female,Sports and travel,9.13,49.49,4
709-58-4068,2/28/2019,Mandalay,Normal,Female,Fashion accessories,8.64,41.09,10
795-49-7276,3/23/2019,Yangon,Normal,Male,Fashion accessories,8.64,37.15,4
556-72-8512,1/30/2019,Naypyitaw,Normal,Male,Home and lifestyle,9.86,22.96,1
627-95-3243,2/4/2019,Mandalay,Member,Female,Home and lifestyle,9.86,77.68,9
686-41-0932,3/13/2019,Mandalay,Normal,Female,Fashion accessories,8.64,34.7,2
510-09-5628,3/15/2019,Yangon,Member,Female,Fashion accessories,8.64,19.66,10
608-04-3797,3/5/2019,Mandalay,Member,Female,Health and beauty,9.33,25.32,8
148-82-2527,3/5/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,12.12,10
437-53-3084,2/26/2019,Mandalay,Normal,Male,Fashion accessories,8.64,99.89,2
632-32-4574,3/20/2019,Mandalay,Normal,Male,Sports and travel,9.13,75.92,8
556-97-7101,1/1/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,63.22,2
862-59-8517,1/27/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,90.24,6
401-18-8016,1/21/2019,Mandalay,Member,Female,Sports and travel,9.13,98.13,1
420-18-8989,2/2/2019,Yangon,Member,Female,Sports and travel,9.13,51.52,8
277-63-2961,2/3/2019,Mandalay,Member,Male,Sports and travel,9.13,73.97,1
573-98-8548,1/5/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,31.9,1
620-02-2046,1/27/2019,Naypyitaw,Normal,Male,Home and lifestyle,9.86,69.4,2
282-35-2475,3/25/2019,Mandalay,Normal,Female,Sports and travel,9.13,93.31,2
511-54-3087,2/25/2019,Mandalay,Normal,Male,Sports and travel,9.13,88.45,1
726-29-6793,1/28/2019,Yangon,Member,Male,Electronic accessories,9.8,24.18,8
387-49-4215,1/8/2019,Mandalay,Member,Female,Sports and travel,9.13,48.5,3
862-17-9201,1/29/2019,Mandalay,Normal,Female,Food and beverages,9.4,84.05,6
291-21-5991,3/29/2019,Mandalay,Member,Male,Health and beauty,9.33,61.29,5
602-80-9671,2/9/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,15.95,6
347-72-6115,1/16/2019,Mandalay,Member,Female,Sports and travel,9.13,90.74,7
209-61-0206,1/5/2019,Yangon,Normal,Female,Home and lifestyle,9.86,42.91,5
595-27-4851,1/27/2019,Yangon,Normal,Female,Fashion accessories,8.64,54.28,7
189-52-0236,3/14/2019,Yangon,Normal,Male,Electronic accessories,9.8,99.55,7
503-07-0930,2/23/2019,Naypyitaw,Member,Male,Sports and travel,9.13,58.39,7
413-20-6708,3/18/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,51.47,1
425-85-2085,3/29/2019,Mandalay,Member,Male,Health and beauty,9.33,54.86,5
521-18-7827,1/22/2019,Naypyitaw,Member,Male,Home and lifestyle,9.86,39.39,5
220-28-1851,3/1/2019,Yangon,Normal,Male,Home and lifestyle,9.86,34.73,2
600-38-9738,1/17/2019,Naypyitaw,Member,Male,Sports and travel,9.13,71.92,5
734-91-1155,3/26/2019,Mandalay,Normal,Female,Electronic accessories,9.8,45.71,3
451-28-5717,3/20/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,83.17,6
609-81-8548,2/6/2019,Yangon,Member,Female,Home and lifestyle,9.86,37.44,6
133-14-7229,1/1/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,62.87,2
534-01-4457,1/27/2019,Yangon,Normal,Male,Food and beverages,9.4,81.71,6
719-89-8991,2/25/2019,Yangon,Member,Female,Sports and travel,9.13,91.41,5
286-62-6248,1/16/2019,Mandalay,Normal,Male,Fashion accessories,8.64,39.21,4
339-38-9982,1/13/2019,Mandalay,Member,Male,Fashion accessories,8.64,59.86,2
827-44-5872,2/7/2019,Mandalay,Member,Female,Food and beverages,9.4,54.36,10
827-77-7633,2/17/2019,Yangon,Normal,Male,Sports and travel,9.13,98.09,9
287-83-1405,2/12/2019,Yangon,Normal,Male,Health and beauty,9.33,25.43,6
435-13-4908,1/24/2019,Yangon,Member,Male,Fashion accessories,8.64,86.68,8
857-67-9057,2/6/2019,Mandalay,Normal,Male,Electronic accessories,9.8,22.95,10
236-27-1144,3/26/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,16.31,9
892-05-6689,3/11/2019,Yangon,Normal,Female,Home and lifestyle,9.86,28.32,5
583-41-4548,2/7/2019,Naypyitaw,Normal,Male,Home and lifestyle,9.86,16.67,7
339-12-4827,1/5/2019,Mandalay,Member,Female,Fashion accessories,8.64,73.96,1
643-38-7867,3/7/2019,Yangon,Normal,Male,Home and lifestyle,9.86,97.94,1
308-81-0538,2/25/2019,Yangon,Normal,Female,Fashion accessories,8.64,73.05,4
358-88-9262,2/1/2019,Naypyitaw,Member,Female,Food and beverages,9.4,87.48,6
460-35-4390,1/22/2019,Yangon,Normal,Male,Home and lifestyle,9.86,30.68,3
343-87-0864,1/3/2019,Naypyitaw,Member,Male,Health and beauty,9.33,75.88,1
173-50-1108,2/13/2019,Mandalay,Member,Female,Sports and travel,9.13,20.18,4
243-47-2663,1/28/2019,Naypyitaw,Member,Male,Electronic accessories,9.8,18.77,6
841-18-8232,1/5/2019,Mandalay,Normal,Female,Food and beverages,9.4,71.2,1
701-23-5550,3/19/2019,Mandalay,Member,Male,Home and lifestyle,9.86,38.81,4
647-50-1224,1/12/2019,Yangon,Normal,Female,Fashion accessories,8.64,29.42,10
541-48-8554,1/7/2019,Yangon,Normal,Male,Sports and travel,9.13,60.95,9
539-21-7227,1/26/2019,Mandalay,Normal,Female,Sports and travel,9.13,51.54,5
213-32-1216,1/23/2019,Yangon,Normal,Female,Electronic accessories,9.8,66.06,6
747-58-7183,2/9/2019,Mandalay,Normal,Male,Fashion accessories,8.64,57.27,3
582-52-8065,2/22/2019,Mandalay,Normal,Female,Fashion accessories,8.64,54.31,9
210-57-1719,2/5/2019,Mandalay,Normal,Female,Health and beauty,9.33,58.24,9
399-69-4630,3/7/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,22.21,6
134-75-2619,3/25/2019,Yangon,Member,Male,Electronic accessories,9.8,19.32,7
356-44-8813,1/20/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,37.48,3
198-66-9832,2/4/2019,Mandalay,Member,Female,Fashion accessories,8.64,72.04,2
283-26-5248,1/30/2019,Naypyitaw,Member,Female,Food and beverages,9.4,98.52,10
712-39-0363,1/2/2019,Yangon,Member,Male,Food and beverages,9.4,41.66,6
218-59-9410,3/29/2019,Yangon,Member,Female,Home and lifestyle,9.86,72.42,3
174-75-0888,3/14/2019,Mandalay,Normal,Male,Electronic accessories,9.8,21.58,9
866-99-7614,2/11/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,89.2,10
134-54-4720,1/30/2019,Mandalay,Normal,Female,Electronic accessories,9.8,42.42,8
760-90-2357,3/20/2019,Yangon,Member,Male,Electronic accessories,9.8,74.51,6
514-37-2845,3/20/2019,Mandalay,Normal,Male,Fashion accessories,8.64,99.25,2
698-98-5964,1/17/2019,Yangon,Normal,Female,Food and beverages,9.4,81.21,10
718-57-9773,2/3/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,49.33,10
651-88-7328,1/1/2019,Yangon,Normal,Female,Fashion accessories,8.64,65.74,9
241-11-2261,1/10/2019,Mandalay,Normal,Female,Fashion accessories,8.64,79.86,7
408-26-9866,3/2/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,73.98,7
834-83-1826,2/25/2019,Mandalay,Member,Female,Home and lifestyle,9.86,82.04,5
343-61-3544,1/29/2019,Mandalay,Member,Male,Sports and travel,9.13,26.67,10
239-48-4278,3/10/2019,Yangon,Member,Male,Food and beverages,9.4,10.13,7
355-34-6244,1/13/2019,Mandalay,Normal,Male,Food and beverages,9.4,72.39,2
550-84-8664,3/22/2019,Yangon,Normal,Male,Sports and travel,9.13,85.91,5
339-96-8318,3/1/2019,Mandalay,Member,Male,Fashion accessories,8.64,81.31,7
458-61-0011,2/20/2019,Mandalay,Normal,Male,Food and beverages,9.4,60.3,4
592-34-6155,1/14/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,31.77,4
797-88-0493,3/26/2019,Yangon,Normal,Female,Health and beauty,9.33,64.27,4
207-73-1363,3/1/2019,Mandalay,Normal,Male,Health and beauty,9.33,69.51,2
390-31-6381,1/7/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,27.22,3
443-82-0585,2/1/2019,Yangon,Member,Female,Health and beauty,9.33,77.68,4
339-18-7061,2/13/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,92.98,2
359-90-3665,1/14/2019,Mandalay,Member,Female,Fashion accessories,8.64,18.08,4
375-72-3056,1/19/2019,Mandalay,Normal,Male,Sports and travel,9.13,63.06,3
127-47-6963,3/9/2019,Yangon,Normal,Male,Health and beauty,9.33,51.71,4
278-86-2735,3/27/2019,Yangon,Normal,Female,Food and beverages,9.4,52.34,3
695-28-6250,2/4/2019,Yangon,Normal,Female,Sports and travel,9.13,43.06,5
379-17-6588,3/14/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,59.61,10
227-50-3718,3/4/2019,Yangon,Normal,Male,Health and beauty,9.33,14.62,5
302-15-2162,3/3/2019,Naypyitaw,Member,Male,Health and beauty,9.33,46.53,6
788-07-8452,1/27/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,24.24,7
560-49-6611,2/7/2019,Yangon,Member,Female,Sports and travel,9.13,45.58,1
880-35-0356,2/5/2019,Yangon,Member,Female,Sports and travel,9.13,75.2,3
585-11-6748,3/15/2019,Mandalay,Member,Male,Sports and travel,9.13,96.8,3
470-31-3286,3/1/2019,Mandalay,Normal,Male,Health and beauty,9.33,14.82,3
152-68-2907,2/15/2019,Yangon,Normal,Male,Food and beverages,9.4,52.2,3
123-35-4896,2/17/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,46.66,9
258-69-7810,1/26/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,36.85,5
334-64-2006,3/24/2019,Yangon,Member,Female,Home and lifestyle,9.86,70.32,2
219-61-4139,1/23/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,83.08,1
881-41-7302,1/26/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,64.99,1
373-09-4567,3/14/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,77.56,10
642-30-6693,3/17/2019,Mandalay,Normal,Female,Sports and travel,9.13,54.51,6
484-22-8230,1/8/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,51.89,7
830-58-2383,2/8/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,31.75,4
559-98-9873,2/10/2019,Yangon,Member,Female,Fashion accessories,8.64,53.65,7
544-32-5024,3/28/2019,Naypyitaw,Member,Female,Food and beverages,9.4,49.79,4
318-12-0304,1/23/2019,Yangon,Normal,Male,Fashion accessories,8.64,30.61,1
349-97-8902,1/17/2019,Mandalay,Member,Male,Food and beverages,9.4,57.89,2
421-95-9805,2/7/2019,Yangon,Normal,Female,Electronic accessories,9.8,28.96,1
277-35-5865,3/9/2019,Naypyitaw,Member,Female,Food and beverages,9.4,98.97,9
789-23-8625,1/24/2019,Mandalay,Member,Male,Fashion accessories,8.64,93.22,3
284-54-4231,1/19/2019,Naypyitaw,Member,Male,Sports and travel,9.13,80.93,1
443-59-0061,2/3/2019,Yangon,Member,Male,Food and beverages,9.4,67.45,10
509-29-3912,3/20/2019,Yangon,Member,Female,Sports and travel,9.13,38.72,9
327-40-9673,1/13/2019,Mandalay,Member,Male,Sports and travel,9.13,72.6,6
840-19-2096,3/14/2019,Naypyitaw,Member,Male,Electronic accessories,9.8,87.91,5
828-46-6863,1/23/2019,Yangon,Member,Male,Food and beverages,9.4,98.53,6
641-96-3695,2/7/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,43.46,6
420-97-3340,3/28/2019,Yangon,Normal,Female,Food and beverages,9.4,71.68,3
436-54-4512,3/20/2019,Yangon,Member,Female,Food and beverages,9.4,91.61,1
670-79-6321,1/17/2019,Mandalay,Member,Female,Home and lifestyle,9.86,94.59,7
852-62-7105,1/12/2019,Mandalay,Normal,Female,Fashion accessories,8.64,83.25,10
598-06-7312,2/16/2019,Mandalay,Member,Male,Fashion accessories,8.64,91.35,1
